"","NCBI","Region","Sample","Taxon.x","Sample_id.x","bitscore","pident","qseqid","Rel_size"
"23","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:27034:15396_2:N:0:19",0.0002374195882466
"24","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",449,98.814,"M01745:209:000000000BPFVG:1:1101:7224:5339_2:N:0:19",0.016924624933579
"25","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",350,98.974,"M01745:209:000000000BPFVG:1:1101:8106:4620_1:N:0:19",0.00583373845405931
"26","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1102:12463:15819_2:N:0:19",0.000361782229709104
"27","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",350,98.492,"M01745:209:000000000BPFVG:1:1102:13070:4578_1:N:0:19",0.00464664051282631
"28","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",342,97.98,"M01745:209:000000000BPFVG:1:1102:13071:9200_1:N:0:19",0.000497450565850019
"29","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",350,98.492,"M01745:209:000000000BPFVG:1:1102:13654:1560_1:N:0:19",0.00492928287978655
"30","Hit","ITS1","826","H_perforatum_type_2","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:13659:5238_1:N:0:19",0.000915761268951171
"31","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:14769:9087_1:N:0:19",0.000418310703101152
"32","Hit","ITS1","826","H_perforatum_type_2","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:15581:1578_1:N:0:19",0.00911238991079807
"33","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:15745:1394_1:N:0:19",0.00229505601971713
"34","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:16280:6879_2:N:0:19",0.0142564809894744
"35","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",355,99.487,"M01745:209:000000000BPFVG:1:1102:16619:3331_1:N:0:19",0.00219330476761145
"36","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",449,99.197,"M01745:209:000000000BPFVG:1:1102:16619:3331_2:N:0:19",0.000146974030819324
"37","Hit","ITS1","826","H_perforatum_type_2","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:18494:2111_1:N:0:19",0.000587896123277295
"38","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:19399:9060_1:N:0:19",0.00223852754632508
"39","Hit","ITS1","826","H_perforatum_type_2","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:20661:4899_1:N:0:19",0.00046353348181479
"40","Hit","ITS1","826","H_perforatum_type_2","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:21107:27470_1:N:0:19",0.000531367649885247
"41","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1102:21107:27470_2:N:0:19",0.000350476535030695
"42","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:21340:3430_1:N:0:19",0.00151496308690687
"43","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:22178:9488_1:N:0:19",0.00446574939797176
"44","Hit","ITS1","826","H_delphicum","826_ITS1",361,100,"M01745:209:000000000BPFVG:1:1102:22383:12987_1:N:0:19",0.00070095307006139
"45","Hit","ITS1","826","H_maculatum_type_2","826_ITS1",364,100,"M01745:209:000000000BPFVG:1:1102:22383:12987_1:N:0:19",0.00070095307006139
"46","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:22425:17624_1:N:0:19",0.000621813207312523
"47","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",348,98.485,"M01745:209:000000000BPFVG:1:1102:22741:4294_1:N:0:19",0.00472578037557518
"48","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",433,97.628,"M01745:209:000000000BPFVG:1:1102:24205:7619_2:N:0:19",0.000124362641462505
"49","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",342,97.98,"M01745:209:000000000BPFVG:1:1102:24714:8023_1:N:0:19",0.000780092932810257
"50","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",442,99.184,"M01745:209:000000000BPFVG:1:1102:26807:12952_2:N:0:19",0.000124362641462505
"51","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1102:27255:16064_1:N:0:19",0.002374195882466
"52","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1102:27989:20252_1:N:0:19",0.000135668336140914
"53","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:3421:15511_1:N:0:19",0.00305253756317057
"54","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:3825:14405_1:N:0:19",0.0167889565974381
"55","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:4726:11937_1:N:0:19",0.00136798905608755
"56","Hit","ITS1","826","H_perforatum_type_2","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:5622:15407_1:N:0:19",0.000508756260528428
"57","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",364,100,"M01745:209:000000000BPFVG:1:1102:8407:12127_1:N:0:19",0.0140190614012278
"58","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",350,98.492,"M01745:209:000000000BPFVG:1:1102:8566:4131_1:N:0:19",0.00471447468089677
"59","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",348,98.485,"M01745:209:000000000BPFVG:1:1102:9097:12621_1:N:0:19",0.00240811296650123
"60","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1102:9531:13351_2:N:0:19",0.000327865145673876
"61","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1103:10505:16971_1:N:0:19",0.000146974030819324
"62","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:13800:21628_2:N:0:19",0.00151496308690687
"63","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1103:14426:24408_2:N:0:19",0.000780092932810257
"64","Hit","ITS1","826","H_tetrapterum","826_ITS1",364,100,"M01745:209:000000000BPFVG:1:1103:16027:3520_1:N:0:19",0.000904455574272761
"65","Hit","ITS1","826","H_undulatum","826_ITS1",364,100,"M01745:209:000000000BPFVG:1:1103:16027:3520_1:N:0:19",0.000904455574272761
"66","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:16807:7414_1:N:0:19",0.0190161784490848
"67","Hit","ITS1","826","H_perforatum_type_2","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:17975:17247_1:N:0:19",0.0095080892245424
"68","Hit","ITS1","826","H_tetrapterum","826_ITS1",364,100,"M01745:209:000000000BPFVG:1:1103:21146:17210_1:N:0:19",0.000780092932810257
"69","Hit","ITS1","826","H_undulatum","826_ITS1",364,100,"M01745:209:000000000BPFVG:1:1103:21146:17210_1:N:0:19",0.000780092932810257
"70","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",351,98.985,"M01745:209:000000000BPFVG:1:1103:22370:8602_1:N:0:19",0.000260030977603419
"71","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:22919:7525_2:N:0:19",0.0002374195882466
"72","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1103:28269:17333_2:N:0:19",0.000169585420176143
"73","Hit","ITS1","826","H_athoum","826_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1103:28674:10105_2:N:0:19",0.00318820589931148
"74","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1103:28674:10105_2:N:0:19",0.00318820589931148
"75","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1103:9710:4728_1:N:0:19",0.000124362641462505
"76","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",364,100,"M01745:209:000000000BPFVG:1:1104:19065:3871_1:N:0:19",0.0186091734406621
"77","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1104:24807:10641_1:N:0:19",0.000621813207312523
"78","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1104:25192:17126_2:N:0:19",0.000847927100880714
"79","Hit","ITS1","826","H_perforatum_type_2","826_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1104:6189:9782_1:N:0:19",0.00687386236447299
"80","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1104:7067:8957_1:N:0:19",0.000418310703101152
"81","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",435,98,"M01745:209:000000000BPFVG:1:1105:7214:21800_2:N:0:19",0.000113056946784095
"82","Hit","ITS1","826","H_perforatum_type_3","826_ITS1",337,97.462,"M01745:209:000000000BPFVG:1:1106:21336:24175_1:N:0:19",0.000429616397779562
"83","Hit","ITS1","826","H_perforatum_type_1","826_ITS1",346,98.477,"M01745:209:000000000BPFVG:1:1107:11892:15170_1:N:0:19",0.00492928287978655
"84","Hit","ITS2","826","H_attenuatum","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:21274:13479_2:N:0:19",0.000115554715157627
"85","Hit","ITS2","826","H_olympicum","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:21274:13479_2:N:0:19",0.000115554715157627
"86","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:21274:13479_2:N:0:19",0.000115554715157627
"87","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:21274:13479_2:N:0:19",0.000115554715157627
"88","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:21274:13479_2:N:0:19",0.000115554715157627
"89","Hit","ITS2","826","H_attenuatum","826_ITS2",165,100,"M01745:209:000000000BPFVG:1:1101:7998:13434_2:N:0:19",0.000157574611578582
"90","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",165,100,"M01745:209:000000000BPFVG:1:1101:7998:13434_2:N:0:19",0.000157574611578582
"91","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",165,100,"M01745:209:000000000BPFVG:1:1101:7998:13434_2:N:0:19",0.000157574611578582
"92","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",165,100,"M01745:209:000000000BPFVG:1:1101:7998:13434_2:N:0:19",0.000157574611578582
"93","Hit","ITS2","826","H_attenuatum","826_ITS2",163,100,"M01745:209:000000000BPFVG:1:1101:9182:6570_2:N:0:19",0.000157574611578582
"94","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",163,100,"M01745:209:000000000BPFVG:1:1101:9182:6570_2:N:0:19",0.000157574611578582
"95","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",163,100,"M01745:209:000000000BPFVG:1:1101:9182:6570_2:N:0:19",0.000157574611578582
"96","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",163,100,"M01745:209:000000000BPFVG:1:1101:9182:6570_2:N:0:19",0.000157574611578582
"97","Hit","ITS2","826","H_attenuatum","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:9807:9686_2:N:0:19",0.115071486348786
"98","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:9807:9686_2:N:0:19",0.115071486348786
"99","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:9807:9686_2:N:0:19",0.115071486348786
"100","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1101:9807:9686_2:N:0:19",0.115071486348786
"101","Hit","ITS2","826","H_attenuatum","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1102:14827:12897_2:N:0:19",0.000105049741052388
"102","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1102:14827:12897_2:N:0:19",0.000105049741052388
"103","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1102:14827:12897_2:N:0:19",0.000105049741052388
"104","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",158,98.864,"M01745:209:000000000BPFVG:1:1102:14827:12897_2:N:0:19",0.000105049741052388
"105","Hit","ITS2","826","H_attenuatum","826_ITS2",152,97.727,"M01745:209:000000000BPFVG:1:1102:18454:10236_2:N:0:19",0.00354017627346549
"106","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",152,97.727,"M01745:209:000000000BPFVG:1:1102:18454:10236_2:N:0:19",0.00354017627346549
"107","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",152,97.727,"M01745:209:000000000BPFVG:1:1102:18454:10236_2:N:0:19",0.00354017627346549
"108","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",152,97.727,"M01745:209:000000000BPFVG:1:1102:18454:10236_2:N:0:19",0.00354017627346549
"109","Hit","ITS2","826","H_attenuatum","826_ITS2",63.9,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"110","Hit","ITS2","826","H_olympicum","826_ITS2",63.9,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"111","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",63.9,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"112","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",63.9,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"113","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",63.9,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"114","Hit","ITS2","826","H_acmosepalum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"115","Hit","ITS2","826","H_ascyron","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"116","Hit","ITS2","826","H_athoum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"117","Hit","ITS2","826","H_attenuatum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"118","Hit","ITS2","826","H_barbatum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"119","Hit","ITS2","826","H_calycinum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"120","Hit","ITS2","826","H_delphicum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"121","Hit","ITS2","826","H_hirsutum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"122","Hit","ITS2","826","H_japonicum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"123","Hit","ITS2","826","H_kouytchense","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"124","Hit","ITS2","826","H_maculatum_type_1","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"125","Hit","ITS2","826","H_maculatum_type_2","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"126","Hit","ITS2","826","H_olympicum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"127","Hit","ITS2","826","H_patulum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"128","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"129","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"130","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"131","Hit","ITS2","826","H_tetrapterum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"132","Hit","ITS2","826","H_undulatum","826_ITS2",100,100,"M01745:209:000000000BPFVG:1:1102:26717:23930_2:N:0:19",0.000157574611578582
"133","Hit","ITS2","826","H_maculatum_type_1","826_ITS2",161,100,"M01745:209:000000000BPFVG:1:1102:4380:23081_2:N:0:19",0.000115554715157627
"134","Hit","ITS2","826","H_maculatum_type_2","826_ITS2",161,100,"M01745:209:000000000BPFVG:1:1102:4380:23081_2:N:0:19",0.000115554715157627
"135","Hit","ITS2","826","H_tetrapterum","826_ITS2",161,100,"M01745:209:000000000BPFVG:1:1102:4380:23081_2:N:0:19",0.000115554715157627
"136","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",387,99.528,"M01745:209:000000000BPFVG:1:1102:6349:17170_2:N:0:19",0.000861407876629584
"137","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",387,99.528,"M01745:209:000000000BPFVG:1:1102:6349:17170_2:N:0:19",0.000861407876629584
"138","Hit","ITS2","826","H_attenuatum","826_ITS2",163,100,"M01745:209:000000000BPFVG:1:1103:26763:9123_2:N:0:19",0.000115554715157627
"139","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",163,100,"M01745:209:000000000BPFVG:1:1103:26763:9123_2:N:0:19",0.000115554715157627
"140","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",163,100,"M01745:209:000000000BPFVG:1:1103:26763:9123_2:N:0:19",0.000115554715157627
"141","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",163,100,"M01745:209:000000000BPFVG:1:1103:26763:9123_2:N:0:19",0.000115554715157627
"142","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",379,99.052,"M01745:209:000000000BPFVG:1:1103:28554:10294_2:N:0:19",0.00053575367936718
"143","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",379,99.052,"M01745:209:000000000BPFVG:1:1103:28554:10294_2:N:0:19",0.00053575367936718
"144","Hit","ITS2","826","H_attenuatum","826_ITS2",159,98.876,"M01745:209:000000000BPFVG:1:1105:21535:9694_2:N:0:19",0.000136564663368105
"145","Hit","ITS2","826","H_perforatum_type_1","826_ITS2",159,98.876,"M01745:209:000000000BPFVG:1:1105:21535:9694_2:N:0:19",0.000136564663368105
"146","Hit","ITS2","826","H_perforatum_type_2","826_ITS2",159,98.876,"M01745:209:000000000BPFVG:1:1105:21535:9694_2:N:0:19",0.000136564663368105
"147","Hit","ITS2","826","H_perforatum_type_3","826_ITS2",159,98.876,"M01745:209:000000000BPFVG:1:1105:21535:9694_2:N:0:19",0.000136564663368105
"148","Hit","ITS1","827","H_perforatum_type_1","827_ITS1",346,98.477,"M01745:209:000000000BPFVG:1:1101:12763:2289_1:N:0:20",0.0101585318808898
"149","Hit","ITS1","827","H_perforatum_type_2","827_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1101:13384:1933_1:N:0:20",0.000238808163565222
"150","Hit","ITS1","827","H_perforatum_type_2","827_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1101:13789:2465_1:N:0:20",0.0223377482227162
"151","Hit","ITS1","827","H_perforatum_type_3","827_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:13960:16380_2:N:0:20",0.000918492936789316
"152","Hit","ITS1","827","H_perforatum_type_3","827_ITS1",457,99.6,"M01745:209:000000000BPFVG:1:1101:14000:7508_2:N:0:20",0.00554769733820747
"153","Hit","ITS1","827","H_perforatum_type_1","827_ITS1",444,98.419,"M01745:209:000000000BPFVG:1:1101:17129:5676_2:N:0:20",0.00589672465418741
"154","Hit","ITS1","827","H_perforatum_type_2","827_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:18150:4716_2:N:0:20",0.00292080753899003
"155","Hit","ITS1","827","H_attenuatum","827_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:19447:20999_2:N:0:20",0.00957069640134467
"156","Hit","ITS1","827","H_maculatum_type_2","827_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:19447:20999_2:N:0:20",0.00957069640134467
"157","Hit","ITS1","827","H_tetrapterum","827_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:19447:20999_2:N:0:20",0.00957069640134467
"158","Hit","ITS1","827","H_undulatum","827_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:19447:20999_2:N:0:20",0.00957069640134467
"159","Hit","ITS1","827","H_perforatum_type_2","827_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1101:20258:5532_1:N:0:20",0.000257178022301009
"160","Hit","ITS1","827","H_perforatum_type_2","827_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1101:21639:3310_1:N:0:20",0.0224663372338667
"161","Hit","ITS1","827","H_perforatum_type_1","827_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:22660:23316_2:N:0:20",0.0283446920293183
"162","Hit","ITS1","827","H_perforatum_type_1","827_ITS1",346,98.477,"M01745:209:000000000BPFVG:1:1101:27212:17298_1:N:0:20",0.000257178022301009
"163","Hit","ITS1","827","H_perforatum_type_1","827_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:28760:18019_2:N:0:20",0.000220438304829436
"164","Hit","ITS1","827","H_athoum","827_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1101:5942:9824_2:N:0:20",0.00213090361335121
"165","Hit","ITS1","827","H_perforatum_type_3","827_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1101:5942:9824_2:N:0:20",0.00213090361335121
"166","Hit","ITS1","827","H_perforatum_type_1","827_ITS1",326,96.447,"M01745:209:000000000BPFVG:1:1102:10648:2857_1:N:0:20",0.00034902731597994
"167","Hit","ITS1","827","H_perforatum_type_3","827_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:10676:11222_1:N:0:20",0.00169002700369234
"168","Hit","ITS1","827","H_perforatum_type_3","827_ITS1",339,97.949,"M01745:209:000000000BPFVG:1:1102:10831:2448_1:N:0:20",0.000808273784374598
"169","Hit","ITS1","827","H_perforatum_type_1","827_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:10836:23026_1:N:0:20",0.0625309991366166
"170","Hit","ITS1","827","H_perforatum_type_1","827_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1102:11484:26563_1:N:0:20",0.000771534066903025
"171","Hit","ITS1","827","H_perforatum_type_2","827_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:11599:24869_1:N:0:20",0.000367397174715726
"172","Hit","ITS1","827","H_perforatum_type_3","827_ITS1",339,97.949,"M01745:209:000000000BPFVG:1:1102:12155:8505_1:N:0:20",0.000422506750923085
